#Program: R2: Genomics analysis and visualization platform
#Website: https://r2.amc.nl
#Support: r2-support@amsterdamumc.nl
#Date: 2025-04-17 (03:26:38)
#Dataset: ps_avgpres_nbadam88_u133p2
#Kaplan_modus: median
#Minimal presentcalls: 1
#Multiple_testing: fdr 0.05
#Result_set (passed/total): 3074/12121
#Survival: overall-c1103
#filter: manual gene selection (0)
#H:probeset	hugo	pvalue	express	sublist
223389_s_at	ZNF581	1.25226008877551e-08	168.9	high
218974_at	SOBP	1.275407983e-08	316.5	low
227692_at	GNAI1	1.60310425841584e-08	569.2	low
238577_s_at	TSHZ2	1.61310308333333e-08	124.5	low
218191_s_at	LMBRD1	1.66533125631068e-08	666.1	low
235227_at	STXBP5	1.68730147403846e-08	141.2	low
203545_at	ALG8	1.76587963047619e-08	229.1	high
226998_at	NAA15	1.80458820188679e-08	165.7	high
203020_at	RABGAP1L	1.84500524311927e-08	433.3	low
218105_s_at	MRPL4	1.86104487222222e-08	116.1	high
213507_s_at	KPNB1	1.87258121962617e-08	1863.1	high
204514_at	DPH2	1.94423043818182e-08	81.8	high
206147_x_at	SCML2	2.03462450810811e-08	158.5	high
225111_s_at	NAPB	2.03889164513274e-08	358.8	low
229973_at	ERICH3	2.04745334642857e-08	33.9	low
212339_at	EPB41L1	2.17223076e-08	163	low
209036_s_at	MDH2	2.18965865e-08	1740.1	high
202749_at	WRB	2.2667941862069e-08	774.9	low
224831_at	CPEB4	2.37641010854701e-08	498.5	low
235177_at	METTL21A	2.4181292279661e-08	136.2	high
208873_s_at	REEP5	2.52550711428571e-08	707.5	low
218460_at	DNAAF5	2.61583200826446e-08	259.1	high
209295_at	TNFRSF10B	2.63673163416667e-08	382.6	high
202515_at	DLG1	2.63713219016393e-08	413.7	low
217118_s_at	KIAA0930	2.912471025e-08	261.9	low
217873_at	CAB39	2.93300607479675e-08	752.9	low
204087_s_at	SLC5A6	3.01873505e-08	166.3	high
212139_at	GCN1	3.0394910504e-08	376.8	high
209567_at	RRS1	3.09325079140625e-08	158.4	high
227916_x_at	EXOSC3	3.11723487716535e-08	159.5	high
200023_s_at	EIF3F	3.43792902945736e-08	2743.2	high
229231_at	LRRC37B	3.73520374179105e-08	305.2	low
226680_at	IKZF5	3.74445941954887e-08	157.1	low
241703_at	RUNDC3B	3.74495077923077e-08	636	low
224370_s_at	CAPS2	3.74910794318182e-08	30	low
208605_s_at	NTRK1	3.7525783259542e-08	129.6	low
219895_at	TMEM255A	3.86048462888889e-08	292	low
225933_at	CCDC137	3.9842707375e-08	157.3	high
222163_s_at	SPATA5L1	4.0262776919708e-08	219	high
205003_at	DOCK4	4.06099173333333e-08	715.9	low
228220_at	FCHO2	4.09641839208633e-08	380	low
221539_at	EIF4EBP1	4.32801949642857e-08	284.3	high
203097_s_at	RAPGEF2	4.34335833333333e-08	867.7	low
228868_x_at	CDT1	4.40556524014085e-08	187	high
204471_at	GAP43	4.74254326666667e-08	1415	low
225335_at	ZNF496	4.75311029230769e-08	178.7	high
236308_at	VSTM2A	4.8050282585034e-08	511.7	low
218432_at	FBXO3	4.80523941216216e-08	285	low
212653_s_at	EHBP1	4.81483736896552e-08	620.9	low
218512_at	WDR12	4.81859562328767e-08	366.3	high
202934_at	HK2	4.87836083422819e-08	79.1	high
235299_at	SLC41A2	4.92805113133333e-08	76.3	low
200807_s_at	HSPD1	4.96980265165563e-08	5023.6	high
203612_at	BYSL	4.9764360368421e-08	134.4	high
219083_at	SHQ1	5.18185425555556e-08	175.1	high
228504_at	SCN7A	5.29905720584416e-08	93.4	low
203781_at	MRPL33	5.39558886e-08	1207.1	high
228667_at	AGPAT4	5.52628246474359e-08	147.6	low
200005_at	EIF3D	5.54880851082803e-08	1992.2	high
204603_at	EXO1	5.63354161075949e-08	132.7	high
226358_at	APH1B	6.0145164327044e-08	71.1	low
226615_at	XPR1	6.022856719375e-08	253.4	low
229558_at	KNOP1	6.10353331428572e-08	123.9	high
204105_s_at	NRCAM	6.59137076766467e-08	666.1	low
203229_s_at	CLK2	6.5915246830303e-08	307.3	high
211971_s_at	LRPPRC	6.6159703813253e-08	1266.7	high
203625_x_at	SKP2	6.62170969085366e-08	511.2	high
231489_x_at	CREG2	6.62796357730061e-08	2.8	low
228515_at	POLR1A	6.6499696691358e-08	72	high
243539_at	KIAA1841	6.88658559704142e-08	259.3	low
227651_at	NACC1	6.89051433452381e-08	111	high
200816_s_at	PAFAH1B1	7.7190806e-08	1097.8	low
218593_at	RBM28	7.74702019298246e-08	158.8	high
203201_at	PMM2	7.76617839534884e-08	58.5	high
213295_at	CYLD	7.94464989595376e-08	221.8	low
223497_at	FAM135A	9.53539564942529e-08	253.9	low
208119_s_at	ZNF93	1.05168029657143e-07	170.8	high
209486_at	UTP3	1.05992635454545e-07	195.2	high
202564_x_at	ARL2	1.12389433184358e-07	227.5	high
211623_s_at	FBL	1.12879195842697e-07	1636.9	high
201614_s_at	RUVBL1	1.12971144011299e-07	199.4	high
202636_at	RNF103	1.18208032333333e-07	323.4	low
201013_s_at	PAICS	1.22439511381215e-07	1146.3	high
1569631_at	NMNAT1	1.23487682417582e-07	20.2	low
204573_at	CROT	1.25950436994536e-07	265.1	low
225344_at	NCOA7	1.2855440375e-07	1754.6	low
224964_s_at	GNG2	1.29910912432432e-07	1831.4	low
205310_at	FBXO46	1.34062149090909e-07	95.4	high
205264_at	CD3EAP	1.34094101666667e-07	68.7	high
223172_s_at	MTFP1	1.37448271595745e-07	107.5	high
203196_at	ABCC4	1.42583363333333e-07	140.6	high
226501_at	XPNPEP3	1.42625255210526e-07	180.8	high
201046_s_at	RAD23A	1.43544669585492e-07	503.9	high
203232_s_at	ATXN1	1.436830915625e-07	398.2	low
226281_at	DNER	1.44076828814433e-07	104.7	low
214017_s_at	DHX34	1.44092671099476e-07	67.3	high
227713_at	KATNAL1	1.52241624769231e-07	413.4	low
224903_at	UTP4	1.55350404387755e-07	400.3	high
202461_at	EIF2B2	1.55816067171717e-07	428.6	high
214427_at	NOP2	1.56317215177665e-07	185.1	high
227887_at	FOXN3-AS1	1.61306146180905e-07	43.5	high
223031_s_at	TRAF7	1.675437346e-07	143.6	high
229460_at	FAM126B	1.69548065572139e-07	248.1	low
227776_at	ACER3	1.71929184405941e-07	213.5	low
228788_at	YPEL1	1.72468096847291e-07	261.5	low
226800_at	EFCAB7	1.7790063e-07	175.4	low
227498_at	SOX6	1.86390825317073e-07	32	low
214080_x_at	PRKCSH	1.87640072884615e-07	310.8	high
215380_s_at	GGCT	1.88002565555556e-07	1497.2	high
210114_at	INVS	1.88044266076555e-07	59.4	high
218481_at	EXOSC5	1.88458602475728e-07	120	high
235066_at	MAP4	1.88687204881517e-07	444.1	low
218103_at	FTSJ3	1.89372732095238e-07	241.8	high
224634_at	GPATCH4	1.96174382783019e-07	163.9	high
218961_s_at	PNKP	2.02989325714286e-07	92.5	high
202880_s_at	CYTH1	2.03796096805556e-07	292.8	low
210762_s_at	DLC1	2.04089186948357e-07	374.8	low
224906_at	ANO6	2.04167815302326e-07	483.8	low
212111_at	STX12	2.04897575373832e-07	288.8	low
218860_at	NOC4L	2.06846248675799e-07	85.2	high
213011_s_at	TPI1	2.0775783206422e-07	1811.4	high
203832_at	SNRPF	2.10630220540541e-07	602.2	high
223418_x_at	ANKRD13C	2.10956955384615e-07	183.2	low
212240_s_at	PIK3R1	2.11325778318182e-07	659.1	low
235339_at	SETDB2	2.15946214080718e-07	119.6	low
209104_s_at	NHP2	2.21485301428571e-07	1633.2	high
213320_at	PRMT3	2.26011398266667e-07	101.3	high
226607_at	C20ORF194	2.41015894778761e-07	382.6	low
202758_s_at	RFXANK	2.55569416123348e-07	151	high
226576_at	ARHGAP26	2.5991517495614e-07	112.8	low
224320_s_at	MCM8	2.6695185e-07	211.9	high
202073_at	OPTN	2.67188817489177e-07	168	low
229332_at	HPDL	2.678688069869e-07	26.2	high
212723_at	JMJD6	2.6814838987069e-07	367.6	high
200055_at	TAF10	2.74002227896996e-07	455.5	high
206448_at	ZNF365	2.76984015683761e-07	61.3	low
236855_at	LINC01561	2.98741902808511e-07	58.1	low
202799_at	CLPP	3.16700761181435e-07	210	high
214661_s_at	NOP14	3.17152076428571e-07	123.1	high
208855_s_at	STK24	3.17376058559322e-07	1076	high
1559946_s_at	RUVBL2	3.27346116150628e-07	747.8	high
209044_x_at	SF3B4	3.27634670333333e-07	254.7	high
212306_at	CLASP2	3.69252936929461e-07	793	low
218605_at	TFB2M	3.83275035619835e-07	480.3	high
1553979_at	ZNF121	4.05922851516393e-07	1287.9	high
202076_at	BIRC2	4.06124829341564e-07	702.6	low
225614_at	SAAL1	4.17141751382114e-07	202	high
205284_at	URB2	4.17348293061224e-07	73.2	high
218473_s_at	COLGALT1	4.2467731875e-07	215.1	high
226754_at	ZNF251	4.25372018502024e-07	79.2	low
225123_at	SESN3	4.40451827068273e-07	450.4	low
213689_x_at	FAM69A	4.40972603984064e-07	205.3	low
201587_s_at	IRAK1	4.417910564e-07	325.7	high
224721_at	WDR75	4.47027770912698e-07	422.4	high
202309_at	MTHFD1	4.47373225472441e-07	458.9	high
225549_at	DDX6	4.48663845454545e-07	630.5	low
227701_at	CCDC186	4.65449252e-07	156.2	low
212984_at	ATF2	4.82958179377432e-07	787.1	low
227052_at	SMIM14	4.83897781640625e-07	360.9	low
224621_at	MAPK1	4.88438715503876e-07	744.6	low
1552848_a_at	PTCHD1	4.95617862162162e-07	134	low
205730_s_at	ABLIM3	4.98424843846154e-07	73	low
227374_at	EARS2	5.03318719923372e-07	99.2	high
213555_at	RWDD2A	5.04885913358779e-07	66.5	low
226016_at	CD47	5.16350008712121e-07	512.3	low
231964_at	BICD1	5.17032085551331e-07	340.5	low
218603_at	HECA	5.22570614716981e-07	342.5	low
212064_x_at	MAZ	5.24989673308271e-07	628.6	high
228095_at	PHF14	5.25338667041198e-07	866.7	high
227112_at	TMCC1	5.39551842164179e-07	262.7	low
244008_at	PARP8	5.42804514498141e-07	218.3	low
226923_at	SCFD2	5.4374806e-07	246	high
208694_at	PRKDC	5.49099190774908e-07	656.1	high
202178_at	PRKCZ	5.7298016875e-07	193.2	low
204766_s_at	NUDT1	5.75632483211679e-07	179	high
218607_s_at	SDAD1	5.77683308058608e-07	338.1	high
228256_s_at	EPB41L4A	5.77810273818182e-07	90.4	low
206385_s_at	ANK3	5.92857433333333e-07	601.6	low
1555370_a_at	CAMTA1	5.94821665703971e-07	760.1	low
240037_at	ITPRIPL1	6.0016826294964e-07	34.3	high
217884_at	NAT10	6.06115166666667e-07	127.1	high
213388_at	PDE4DIP	6.21283499642857e-07	149.8	low
201296_s_at	WSB1	6.26077687900356e-07	1264.4	low
201391_at	TRAP1	6.28284728014184e-07	567.5	high
212898_at	TTI1	6.31307773943662e-07	363.2	high
228680_at	KIF3A	6.33084541342756e-07	377	low
218231_at	NAGK	6.4176229368421e-07	339.4	low
217736_s_at	EIF2AK1	6.81259326829268e-07	472.8	high
208638_at	PDIA6	6.81431677430556e-07	1244.3	high
212528_at	DESI1	6.81615534965035e-07	146.7	high
205383_s_at	ZBTB20	6.92952117647059e-07	492.5	low
202777_at	SHOC2	7.12058594137931e-07	356.6	low
211725_s_at	BID	7.33403520547945e-07	340.5	high
224832_at	DUSP16	7.33737029209622e-07	217.9	low
204364_s_at	REEP1	7.35947406143345e-07	742.6	low
222431_at	SPIN1	7.70169989115646e-07	1328.7	low
222821_s_at	GEMIN7	8.19732957966102e-07	152.1	high
225350_s_at	ZYG11B	8.31005113175676e-07	757.6	low
219342_at	CASD1	8.47539498989899e-07	444.3	low
226467_at	TANGO6	8.47904624496644e-07	58.1	high
226633_at	RAB8B	8.62893584615385e-07	387.7	low
208300_at	PTPRH	8.70150428666667e-07	26	low
201115_at	POLD2	8.99366119269103e-07	349.9	high
212846_at	RRP1B	9.01529476821192e-07	559.9	high
243529_at	MARS2	9.0511867359736e-07	47.7	high
228769_at	ZSCAN22	9.29082624342105e-07	56.4	high
223570_at	MCM10	9.47484660655738e-07	166.1	high
225291_at	PNPT1	9.86372122222222e-07	331.7	high
212422_at	PDCD11	1.0047955961165e-06	150.2	high
222052_at	C19ORF54	1.00562843811075e-06	110.6	high
225777_at	SAPCD2	1.00689304415584e-06	129	high
230287_at	SGSM1	1.0235989e-06	126.7	low
211686_s_at	MAK16	1.02376070610932e-06	275.9	high
212709_at	NUP160	1.02878338566879e-06	301.1	high
223085_at	RNF19A	1.02977218846154e-06	398.3	low
201584_s_at	DDX39A	1.03204312587859e-06	814.9	high
217809_at	BZW2	1.04300243015873e-06	1442.9	high
202292_x_at	LYPLA2	1.05909155379747e-06	168.1	high
203607_at	INPP5F	1.06589091545741e-06	867.5	low
205857_at	SLC18A2	1.0865333009434e-06	209.8	low
212367_at	FEM1B	1.093488439375e-06	487.6	low
236738_at	C3ORF80	1.0949556645768e-06	35.7	high
228551_at	DENND5B	1.09733187725857e-06	273.2	low
216913_s_at	RRP12	1.12273962142857e-06	57.9	high
218399_s_at	CDCA4	1.16579627894737e-06	158.2	high
213965_s_at	CHD5	1.19673551018519e-06	51.9	low
221236_s_at	STMN4	1.19902796769231e-06	1340.6	low
218595_s_at	HEATR1	1.19971501503067e-06	202.9	high
208113_x_at	PABPC3	1.20171004189602e-06	2882.6	high
200732_s_at	PTP4A1	1.24714405835866e-06	650.7	low
224513_s_at	UBQLN4	1.24949402408537e-06	236.8	high
203333_at	KIFAP3	1.28159983655589e-06	510.7	low
225216_at	FAM199X	1.28491415272727e-06	239.8	low
207438_s_at	SNUPN	1.30937832680723e-06	206.5	high
201650_at	KRT19	1.32656155135135e-06	57.8	low
224753_at	CDCA5	1.3522535988024e-06	155.6	high
222200_s_at	BSDC1	1.36015711044776e-06	181.9	low
225108_at	AGPS	1.39199584166667e-06	217.4	low
223018_at	NOB1	1.406289115e-06	277.7	high
209971_x_at	AIMP2	1.41021220294985e-06	530.4	high
212982_at	ZDHHC17	1.4116001504451e-06	954.7	low
202465_at	PCOLCE	1.41355245443787e-06	629.2	high
214039_s_at	LAPTM4B	1.43290776081871e-06	2105.6	high
225657_at	NCBP2-AS2	1.43490246363636e-06	214.6	high
223157_at	NOA1	1.49063209883382e-06	619.3	high
222398_s_at	EFTUD2	1.49440302296512e-06	721.6	high
212805_at	PRUNE2	1.54207578e-06	369.6	low
228050_at	UTP15	1.59096683054755e-06	54.7	high
204610_s_at	CCDC85B	1.59367678699422e-06	171	high
208869_s_at	GABARAPL1	1.62310639137931e-06	158.7	low
200957_s_at	SSRP1	1.65633291346705e-06	429.8	high
209839_at	DNM3	1.68917703475783e-06	185.3	low
200845_s_at	PRDX6	1.69074864829545e-06	1075.2	high
225575_at	LIFR	1.69294007e-06	358.4	low
202715_at	CAD	1.78142646033994e-06	217.5	high
214667_s_at	TP53I11	1.79161048841808e-06	43.2	high
229349_at	LIN28B	1.79812474225352e-06	460.7	high
215157_x_at	PABPC1	1.81327776657303e-06	3818.4	high
201113_at	TUFM	1.82994845238095e-06	1153.9	high
209731_at	NTHL1	1.85244430418994e-06	107.2	high
209031_at	CADM1	1.93138512479109e-06	1385.4	low
223700_at	MND1	1.94652149083333e-06	107.3	high
217964_at	TTC19	1.94782791191136e-06	567	low
201005_at	CD9	1.95669771767956e-06	461	low
203037_s_at	MTSS1	2.05448946528926e-06	765.2	low
234995_at	SPICE1	2.0589216771978e-06	70.1	high
222416_at	ALDH18A1	2.05979292767123e-06	417.1	high
231909_x_at	ODF2L	2.09906245437158e-06	40.2	low
227587_at	KRI1	2.13653597302452e-06	82.4	high
219205_at	SRR	2.15822639375e-06	134.5	low
228185_at	ZNF25	2.16529018428184e-06	193.2	low
226233_at	B3GALNT2	2.31191367675676e-06	249.3	high
208070_s_at	REV3L	2.35045139272237e-06	504.5	low
212956_at	TBC1D9	2.355041875e-06	532.8	low
233461_x_at	ZNF226	2.36227270909091e-06	161	high
202432_at	PPP3CB	2.36544385653333e-06	792.1	low
225658_at	SPOPL	2.36851164155496e-06	486.3	low
209090_s_at	SH3GLB1	2.38356241329787e-06	902.7	low
228999_at	CHD2	2.39863658594164e-06	599.3	low
230596_at	KALRN	2.4659212515873e-06	238.7	low
239203_at	LSMEM1	2.4714623055409e-06	38.6	low
222982_x_at	SLC38A2	2.50315236631579e-06	2125	low
222754_at	TRNT1	2.56491148324607e-06	225.1	high
224617_at	PTBP3	2.56872304146982e-06	640.7	low
235142_at	ZBTB8A	2.57410164125326e-06	371.3	low
227689_at	ZNF227	2.62913328229167e-06	188.3	high
205909_at	POLE2	2.65884052181818e-06	159.4	high
213400_s_at	TBL1X	2.71744655595855e-06	256	high
223557_s_at	TMEFF2	2.76461217751938e-06	457.2	low
218604_at	LEMD3	2.81499291108247e-06	265.6	low
224769_at	TAOK1	2.8185998907455e-06	930.3	low
220064_at	TTC21B	2.8608854425641e-06	27	low
202475_at	TMEM147	2.89875570255102e-06	426.1	high
212652_s_at	SNX4	2.9061446e-06	329.2	low
222768_s_at	TRMT6	2.94960988142494e-06	374.7	high
209042_s_at	UBE2G2	2.9980664435443e-06	276.9	high
225893_at	RC3H1	3.00486050431472e-06	508.4	low
201433_s_at	PTDSS1	3.05800586565657e-06	669.5	high
228334_x_at	CEP44	3.11537178337532e-06	637.3	high
223095_at	MARVELD1	3.16251508291457e-06	207.9	high
227598_at	ZBED6CL	3.19787826566416e-06	132.4	high
200057_s_at	NONO	3.214064965e-06	2545.2	high
209609_s_at	MRPL9	3.21493655860349e-06	707.5	high
204370_at	CLP1	3.23250788059702e-06	159.8	high
226939_at	CPEB2	3.29080638461538e-06	294	low
202185_at	PLOD3	3.30612275990099e-06	260	high
219595_at	ZNF26	3.32857624197531e-06	152.7	high
40560_at	TBX2	3.36339837192118e-06	622.7	high
206261_at	ZNF239	3.3723481007371e-06	126.5	high
235355_at	CSRNP3	3.39708065525672e-06	606.2	low
237802_at	XKR4	3.404129375e-06	27.9	low
201930_at	MCM6	3.65454062682927e-06	1106.8	high
202384_s_at	TCOF1	3.66186911678832e-06	136.6	high
220952_s_at	PLEKHA5	3.66294859079903e-06	265.3	low
224162_s_at	FBXO31	3.66630830097087e-06	127.7	low
244828_x_at	NAF1	3.85477077777778e-06	75.4	high
218194_at	REXO2	3.86266550240385e-06	554.7	high
211685_s_at	NCALD	3.86931527228916e-06	61.6	low
201581_at	TMX4	4.03422923261391e-06	1374.4	low
212673_at	METAP1	4.0731779569378e-06	285	high
201746_at	TP53	4.07902024821002e-06	141.3	high
201517_at	NCBP2	4.18673094326241e-06	640.2	high
205586_x_at	VGF	4.19017198095238e-06	85.6	high
213106_at	ATP8A1	4.19610637440758e-06	413.9	low
203239_s_at	CNOT3	4.19677388836105e-06	110.7	high
218513_at	TMA16	4.20993204245283e-06	74.8	high
222231_s_at	LRRC59	4.24055324e-06	613.5	high
220041_at	PIGZ	4.25654807276995e-06	70.5	low
218126_at	RMDN3	4.43790402576112e-06	191.8	high
200687_s_at	SF3B3	4.76227859579439e-06	335.5	high
227219_x_at	MAP1LC3A	4.95392898601399e-06	170.1	low
205583_s_at	ALG13	4.97211876511628e-06	237.8	high
200738_s_at	PGK1	4.98676501160093e-06	1553.5	high
204201_s_at	PTPN13	5.01624645727483e-06	76.3	high
225752_at	NIPA1	5.02465954166667e-06	175.1	low
223907_s_at	PINX1	5.03409707142857e-06	115.3	high
213693_s_at	MUC1	5.04228027126437e-06	27.8	high
204035_at	SCG2	5.04383722477064e-06	965.2	low
222572_at	PDP1	5.12582389473684e-06	590.4	low
218453_s_at	TMEM242	5.13828007990868e-06	74.3	low
1564207_at	LINC00957	5.16506457630979e-06	170.1	low
226682_at	RORA	5.166879275e-06	346.7	low
213241_at	PLXNC1	5.26433445124717e-06	645	low
212512_s_at	CARM1	5.33271896153846e-06	227.6	high
212072_s_at	CSNK2A1	5.36582715801354e-06	526.1	high
219215_s_at	SLC39A4	5.38388066441441e-06	57.4	high
238458_at	MICU3	5.53790785168539e-06	300.2	low
225885_at	EEA1	5.81333464205817e-06	317.3	low
218786_at	NT5DC3	5.81829644642857e-06	39.6	high
203640_at	MBNL2	5.82501016816143e-06	627.5	low
1559640_at	ANKFN1	6.14046080623608e-06	33.7	low
229140_at	ZNF579	6.15178459777778e-06	55.6	high
202911_at	MSH6	6.22360942128603e-06	956.1	high
223163_s_at	ZC3HC1	6.22971448791209e-06	285.1	high
203518_at	LYST	6.23110374392936e-06	125.6	low
202246_s_at	CDK4	6.23726903303965e-06	723.3	high
225129_at	CPNE2	6.24100099778761e-06	322.7	low
201731_s_at	TPR	6.38596737554585e-06	509.9	high
217986_s_at	BAZ1A	6.38704930921053e-06	185.6	high
218104_at	TEX10	6.39220344444444e-06	341.8	high
226213_at	ERBB3	6.39771311597374e-06	3.3	low
209806_at	HIST1H2BK	6.50536705e-06	359.6	high
212411_at	IMP4	6.58904906060606e-06	320.9	high
210416_s_at	CHEK2	6.59924032537961e-06	111.6	high
91826_at	EPS8L1	6.65648826666667e-06	8.7	low
225092_at	RABEP1	6.65913694206009e-06	381.8	low
219714_s_at	CACNA2D3	6.66377281156317e-06	479.9	low
203622_s_at	PNO1	6.66780660475162e-06	254.2	high
203662_s_at	TMOD1	6.67078190086207e-06	981.1	low
227568_at	HECTD2	6.79565154468085e-06	388.1	low
218316_at	TIMM9	6.80693650746269e-06	360.4	high
223649_s_at	SLC25A39	6.81443655982906e-06	301.2	high
212218_s_at	FASN	6.88920582165605e-06	328.9	high
203737_s_at	PPRC1	6.90914938054968e-06	115	high
201397_at	PHGDH	6.91747010805085e-06	137.8	high
228579_at	KCNQ3	6.93464401687764e-06	83.4	low
223305_at	TMEM216	6.95793782142857e-06	148.5	high
202811_at	STAMBP	6.96789081894737e-06	316	high
203697_at	FRZB	7.07208257651992e-06	215.6	low
239007_at	ZNF616	7.26709737029289e-06	82.6	high
234464_s_at	EME1	7.2699683006263e-06	206	high
