#Program: R2: Genomics analysis and visualization platform
#Website: https://r2.amc.nl
#Support: r2-support@amsterdamumc.nl
#Date: 2025-04-17 (05:21:32)
#Dataset: ps_bell_jb1912c97_ensh38e98
#Kaplan_modus: median
#Minimal presentcalls: 1
#Multiple_testing: fdr 0.05
#Result_set (passed/total): 895/12395
#Subset: WITH_SURV (n=95)
#Subset_string: WITH_SURV:f______9________gA
#Survival: overall
#filter: manual gene selection (0)
#H:probeset	hugo	pvalue	express	sublist
ENSG00000127564	PKMYT1	0.0030288930838688	15.5579	high
ENSG00000151914	DST	0.00305787146078106	1010.5184	low
ENSG00000176463	SLCO3A1	0.00308939590883035	76.7928	low
ENSG00000140557	ST8SIA2	0.00310259282228848	105.2301	low
ENSG00000171603	CLSTN1	0.0031133948486241	308.7767	low
ENSG00000158292	GPR153	0.003121577116214	65.2060	low
ENSG00000187134	AKR1C1	0.00313836209704925	24.2337	low
ENSG00000108370	RGS9	0.00314798812471992	48.6057	low
ENSG00000108797	CNTNAP1	0.00315283370951389	55.0073	low
ENSG00000180263	FGD6	0.00315443582270047	54.3426	low
ENSG00000165186	PTCHD1	0.00315636191307117	88.1403	low
ENSG00000108509	CAMTA2	0.0031632910494669	58.5831	low
ENSG00000168032	ENTPD3	0.00317291489963847	10.9573	low
ENSG00000158526	TSR2	0.00318335877780666	29.8151	low
ENSG00000272636	DOC2B	0.00318799365060154	149.3760	low
ENSG00000103034	NDRG4	0.00321953330937265	337.3088	low
ENSG00000169213	RAB3B	0.00322227315222091	111.2491	low
ENSG00000110693	SOX6	0.00322392776277926	47.4673	low
ENSG00000048471	SNX29	0.00325653943936544	82.7328	low
ENSG00000123454	DBH	0.00325729786039722	498.9925	low
ENSG00000082397	EPB41L3	0.00329076689450051	117.5814	low
ENSG00000028137	TNFRSF1B	0.00329440617703248	30.4072	low
ENSG00000116786	PLEKHM2	0.00333316389676227	80.4305	low
ENSG00000181982	CCDC149	0.00333870252428196	32.0854	low
ENSG00000152580	IGSF10	0.00335031284488088	33.5594	low
ENSG00000162512	SDC3	0.00337284441934278	234.0571	low
ENSG00000117298	ECE1	0.00341348109909389	107.6561	low
ENSG00000186591	UBE2H	0.00345510891737553	145.8046	low
ENSG00000158856	DMTN	0.00349776458302214	47.2026	low
ENSG00000166963	MAP1A	0.00354148664030991	190.4729	low
ENSG00000162552	WNT4	0.00354632053905719	16.5406	low
ENSG00000178209	PLEC	0.00358631558512396	176.6897	low
ENSG00000189339	SLC35E2B	0.00363229399006145	122.9303	low
ENSG00000138606	SHF	0.00367946663928303	60.1670	low
ENSG00000131446	MGAT1	0.00372788067401044	52.9951	low
ENSG00000116871	MAP7D1	0.00377758574966391	134.1159	low
ENSG00000112139	MDGA1	0.00379380780333045	117.1132	low
ENSG00000110076	NRXN2	0.00382863420574045	268.8831	low
ENSG00000109099	PMP22	0.0038810812496547	134.1225	low
ENSG00000049239	H6PD	0.0039349851558999	62.8187	low
ENSG00000065970	FOXJ2	0.00394035615450799	43.4724	low
ENSG00000108551	RASD1	0.00396625370413588	7.6377	low
ENSG00000156639	ZFAND3	0.00399040748203934	101.3260	low
ENSG00000058668	ATP2B4	0.00404741330321133	237.4699	low
ENSG00000175662	TOM1L2	0.00410607146702599	118.1468	low
ENSG00000139182	CLSTN3	0.00416645487095284	218.3328	low
ENSG00000171368	TPPP	0.00422864076454915	57.7149	low
ENSG00000129990	SYT5	0.00429271107916353	30.6327	low
ENSG00000074964	ARHGEF10L	0.00435875278807374	130.7023	low
ENSG00000166448	TMEM130	0.00442685830038739	106.2055	low
ENSG00000126107	HECTD3	0.00443290067382149	41.0111	low
ENSG00000113742	CPEB4	0.00449712589245703	173.5795	low
ENSG00000198400	NTRK1	0.00456966018104505	157.4466	low
ENSG00000140848	CPNE2	0.0046445726430294	120.6455	low
ENSG00000090238	YPEL3	0.00472198218707989	51.8837	low
ENSG00000100321	SYNGR1	0.00480201578347107	142.0288	low
ENSG00000103647	CORO2B	0.00488480915904816	36.4009	low
ENSG00000173210	ABLIM3	0.00497050756534725	94.4366	low
ENSG00000010818	HIVEP2	0.00505926662901416	226.6781	low
ENSG00000136546	SCN7A	0.00515125329499624	31.4184	low
ENSG00000011347	SYT7	0.00524664687453321	153.8488	low
ENSG00000180354	MTURN	0.00534564021178855	250.6053	low
ENSG00000162706	CADM3	0.00544844098509218	99.2953	low
ENSG00000088367	EPB41L1	0.00555527316127045	301.9079	low
ENSG00000171735	CAMTA1	0.00566637862449586	195.2742	low
ENSG00000156398	SFXN2	0.00569195754333368	17.5345	high
ENSG00000231925	TAPBP	0.00578201900458762	26.7929	low
ENSG00000125355	TMEM255A	0.00590247773384986	49.9976	low
ENSG00000170873	MTSS1	0.00602806236648496	182.8075	low
ENSG00000263513	FAM72C	0.00611848302092246	4.1041	high
ENSG00000142784	WDTC1	0.00615910720053898	81.9749	low
ENSG00000276043	UHRF1	0.00618006984257614	21.7859	high
ENSG00000159399	HK2	0.0062213293875	16.8152	high
ENSG00000054523	KIF1B	0.00629597624943985	633.9832	low
ENSG00000131944	FAAP24	0.00638084450999213	4.8615	high
ENSG00000158828	PINK1	0.00643906164772727	28.6677	low
ENSG00000048707	VPS13D	0.00658880726744186	210.7235	low
ENSG00000120875	DUSP4	0.00742266476540273	14.7171	high
ENSG00000067606	PRKCZ	0.00791564804215344	37.2345	low
ENSG00000068323	TFE3	0.00792782855649639	40.5165	low
ENSG00000115163	CENPA	0.00792982980940035	4.2674	high
ENSG00000156687	UNC5D	0.00793925910538203	31.6855	low
ENSG00000104324	CPQ	0.00794716148833127	9.8904	low
ENSG00000185008	ROBO2	0.00794762937137615	84.2018	low
ENSG00000151689	INPP1	0.00795080776970363	15.3165	low
ENSG00000140451	PIF1	0.00795438695823701	8.9598	high
ENSG00000068724	TTC7A	0.00796012412272307	38.4749	low
ENSG00000140416	TPM1	0.00797008030180376	113.1463	low
ENSG00000077549	CAPZB	0.00797392058298765	92.3988	low
ENSG00000101384	JAG1	0.00799265843297035	86.4693	low
ENSG00000170500	LONRF2	0.00799716816486225	270.8147	low
ENSG00000101489	CELF4	0.00799986314603641	102.6583	low
ENSG00000116396	KCNC4	0.00801332311787102	72.9146	low
ENSG00000123636	BAZ2B	0.0080153648489731	166.4185	low
ENSG00000166716	ZNF592	0.00802055169750805	100.7280	low
ENSG00000132589	FLOT2	0.00802520063813599	111.0869	low
ENSG00000015592	STMN4	0.00803467578845456	156.2032	low
ENSG00000107864	CPEB3	0.00803742424826481	40.7138	low
ENSG00000152291	TGOLN2	0.00804019365883601	215.5675	low
ENSG00000175220	ARHGAP1	0.00804407237697288	116.0530	low
ENSG00000185650	ZFP36L1	0.00804887003762773	46.5330	low
ENSG00000086015	MAST2	0.00804922818495676	107.6852	low
ENSG00000214530	STARD10	0.00805416858018691	23.7959	low
ENSG00000198785	GRIN3A	0.00805837689697507	19.1631	low
ENSG00000154265	ABCA5	0.00806143121082909	24.6003	low
ENSG00000123240	OPTN	0.00806222063271605	73.3209	low
ENSG00000116990	MYCL	0.00806874715217796	12.1868	low
ENSG00000165457	FOLR2	0.00807340004136804	10.3641	low
ENSG00000174705	SH3PXD2B	0.00807705775491114	90.5170	low
ENSG00000112769	LAMA4	0.00807810657509775	160.0514	low
ENSG00000182400	TRAPPC6B	0.00808147400717992	9.9390	low
ENSG00000136040	PLXNC1	0.00808221824874127	123.7539	low
ENSG00000216937	CCDC7	0.00808956878955881	10.2969	low
ENSG00000144771	LRTM1	0.0080957450322215	7.2378	low
ENSG00000002834	LASP1	0.00809771751137216	160.5107	low
ENSG00000183621	ZNF438	0.00809914492689574	16.4474	low
ENSG00000103966	EHD4	0.00810023837393363	21.6748	low
ENSG00000167900	TK1	0.00810145909158118	16.8813	high
ENSG00000145012	LPP	0.0081021417852059	104.7276	low
ENSG00000132535	DLG4	0.00810714362792415	117.2466	low
ENSG00000165633	VSTM4	0.00810749648674948	20.4145	low
ENSG00000158321	AUTS2	0.00810828342300771	378.6645	low
ENSG00000084731	KIF3C	0.00811012916379934	294.4224	low
ENSG00000115977	AAK1	0.00811058810449359	146.7548	low
ENSG00000126217	MCF2L	0.00811194434735332	202.6385	low
ENSG00000135709	KIAA0513	0.00811254276941525	44.6644	low
ENSG00000144642	RBMS3	0.00811444070165678	271.1002	low
ENSG00000136141	LRCH1	0.00811525243024348	38.4555	low
ENSG00000174136	RGMB	0.00811716395503415	73.2081	low
ENSG00000005469	CROT	0.00811821613226787	15.4677	low
ENSG00000128335	APOL2	0.00812218191472978	19.1003	low
ENSG00000164010	ERMAP	0.00812249177605982	13.4164	low
ENSG00000159208	CIART	0.00812644041630251	8.0370	high
ENSG00000135074	ADAM19	0.00812831884424813	89.2882	low
ENSG00000138778	CENPE	0.0081288033212785	7.9192	high
ENSG00000171962	DRC3	0.00813256801805591	25.0896	low
ENSG00000154027	AK5	0.00813466794595792	16.8061	low
ENSG00000131351	HAUS8	0.00813858894327495	12.0145	high
ENSG00000129219	PLD2	0.00813994800196167	28.4775	low
ENSG00000072210	ALDH3A2	0.00814117975430177	66.5952	low
ENSG00000078114	NEBL	0.00814260961006561	26.4772	low
ENSG00000161921	CXCL16	0.00814360725506954	13.4796	low
ENSG00000048740	CELF2	0.00814675193928437	69.0790	low
ENSG00000165861	ZFYVE1	0.00814678277272727	33.318	low
ENSG00000134222	PSRC1	0.00816591603731578	11.4791	high
ENSG00000171551	ECEL1	0.0081672732791553	99.0751	low
ENSG00000119771	KLHL29	0.00818134409290427	45.0075	low
ENSG00000142961	MOB3C	0.00818155429403665	18.0303	low
ENSG00000169851	PCDH7	0.00819353460802718	87.8537	low
ENSG00000181222	POLR2A	0.00819834891447364	336.5597	low
ENSG00000128512	DOCK4	0.00821996536482727	221.0611	low
ENSG00000249853	HS3ST5	0.0082233769463035	9.3296	low
ENSG00000187741	FANCA	0.00822550512903878	35.8456	high
ENSG00000242114	MTFP1	0.00823503725002688	1.4428	high
ENSG00000185352	HS6ST3	0.00823839785684325	22.6086	low
ENSG00000182718	ANXA2	0.00824656598705501	149.53	low
ENSG00000035862	TIMP2	0.00825304432639946	550.1746	low
ENSG00000185189	NRBP2	0.00825442274151436	42.3434	low
ENSG00000166664	CHRFAM7A	0.0082556867404018	51.6899	low
ENSG00000130584	ZBTB46	0.00825820691576363	33.6145	low
ENSG00000172348	RCAN2	0.00826119090127666	8.6714	low
ENSG00000161980	POLR3K	0.00826136976064304	4.0209	high
ENSG00000029725	RABEP1	0.0082657679493909	80.2250	low
ENSG00000020129	NCDN	0.00827421423056874	81.8585	low
ENSG00000153823	PID1	0.00827458666709911	10.7942	low
ENSG00000107758	PPP3CB	0.00827963706437087	37.2686	low
ENSG00000139668	WDFY2	0.00828102074784488	58.6138	low
ENSG00000124357	NAGK	0.00828187522432746	64.8272	low
ENSG00000179862	CITED4	0.00828528300401203	3.5844	low
ENSG00000140931	CMTM3	0.0082933205092222	20.9153	low
ENSG00000198826	ARHGAP11A	0.00830115410042155	5.8711	high
ENSG00000151632	AKR1C2	0.00832075526435856	18.2703	low
ENSG00000131584	ACAP3	0.00832898690415561	94.7369	low
ENSG00000131370	SH3BP5	0.00834231162514705	14.0898	low
ENSG00000164742	ADCY1	0.00834949536587251	418.3806	low
ENSG00000182253	SYNM	0.0083495513616173	27.8185	low
ENSG00000183647	ZNF530	0.00836195295828941	9.2166	high
ENSG00000196972	SMIM10L2B	0.00837844254279936	8.2309	low
ENSG00000169252	ADRB2	0.0083934735335689	15.4701	low
ENSG00000102882	MAPK3	0.00840126067375887	75.0723	low
ENSG00000130413	STK33	0.00840644199156973	7.6994	high
ENSG00000105784	RUNDC3B	0.00840753435718408	20.8867	low
ENSG00000131242	RAB11FIP4	0.00841334249426371	167.7130	low
ENSG00000069966	GNB5	0.00843115614278035	45.7003	low
ENSG00000135686	KLHL36	0.00843682890198264	30.1191	low
ENSG00000141298	SSH2	0.00843692115886101	166.1440	low
ENSG00000108947	EFNB3	0.00846126741471885	76.6910	low
ENSG00000167323	STIM1	0.00846632830373782	41.1284	low
ENSG00000146776	ATXN7L1	0.00847511832366121	45.2840	low
ENSG00000102547	CAB39L	0.00849159453806909	13.4077	low
ENSG00000075702	WDR62	0.00850701103943144	27.0744	high
ENSG00000198910	L1CAM	0.00852213984216287	452.7650	low
ENSG00000143126	CELSR2	0.00855290568996851	217.6509	low
ENSG00000080031	PTPRH	0.00858389447870028	61.6342	low
ENSG00000241852	C8ORF58	0.00860345885419266	10.3328	low
ENSG00000152127	MGAT5	0.00860714541378838	350.3374	low
ENSG00000118193	KIF14	0.0086141095530359	10.0816	high
ENSG00000143862	ARL8A	0.00861510864044101	95.7433	low
ENSG00000081189	MEF2C	0.00861888786668387	27.9962	low
ENSG00000166851	PLK1	0.00862430400480968	23.7919	high
ENSG00000136531	SCN2A	0.00862915857341444	111.4897	low
ENSG00000155256	ZFYVE27	0.00864655064277838	63.0732	low
ENSG00000137491	SLCO2B1	0.00865242439534802	63.2190	low
ENSG00000056487	PHF21B	0.00865684854822406	30.7506	high
ENSG00000156453	PCDH1	0.00867822298945523	260.3029	low
ENSG00000133030	MPRIP	0.00868096246971794	509.9771	low
ENSG00000100162	CENPM	0.00868421539996339	11.6278	high
ENSG00000111912	NCOA7	0.00868888544429927	185.9707	low
ENSG00000140534	TICRR	0.00868963964120976	22.9441	high
ENSG00000160741	CRTC2	0.00869629288457628	51.4043	low
ENSG00000102935	ZNF423	0.00870028403964352	100.8766	low
ENSG00000108828	VAT1	0.00871012822103411	325.5007	low
ENSG00000197892	KIF13B	0.00871500545979526	51.8837	low
ENSG00000183856	IQGAP3	0.0087226800961193	51.6165	high
ENSG00000185158	LRRC37B	0.00873167176515802	45.9076	low
ENSG00000115461	IGFBP5	0.00873286937312533	250.8197	low
ENSG00000171951	SCG2	0.00874226891557667	340.4355	low
ENSG00000065526	SPEN	0.00874601238355897	271.7144	low
ENSG00000205593	DENND6B	0.00874886770402741	30.5609	low
ENSG00000108799	EZH1	0.00874931650491257	121.1967	low
ENSG00000100526	CDKN3	0.00875365159702043	4.3497	high
ENSG00000090020	SLC9A1	0.00875466450219185	26.7002	low
ENSG00000149554	CHEK1	0.00875597276824189	14.3960	high
ENSG00000167281	RBFOX3	0.00875928394654673	8.5515	high
ENSG00000163673	DCLK3	0.00876269330711879	31.6933	low
ENSG00000099365	STX1B	0.0087679872890453	54.9354	low
ENSG00000186193	SAPCD2	0.00877133404080622	7.6678	high
ENSG00000159713	TPPP3	0.00877464768933806	20.6643	low
ENSG00000166451	CENPN	0.00877624557616958	6.5314	high
ENSG00000108669	CYTH1	0.00878389878358811	192.2036	low
ENSG00000135476	ESPL1	0.00878866620340851	33.9758	high
ENSG00000107771	CCSER2	0.00878888066006137	106.6902	low
ENSG00000145675	PIK3R1	0.00879375760935978	215.9051	low
ENSG00000204084	INPP5B	0.00879816979824073	29.4279	low
ENSG00000186868	MAPT	0.00880095386178862	259.5209	low
ENSG00000204681	GABBR1	0.00880726719747687	33.8435	low
ENSG00000048405	ZNF800	0.00882859125734075	34.3003	low
ENSG00000005483	KMT2E	0.00883686577611974	335.6301	low
ENSG00000129595	EPB41L4A	0.00886553096971456	32.5803	low
ENSG00000146535	GNA12	0.00887308243913663	88.1368	low
ENSG00000150457	LATS2	0.00889722136898861	11.5026	low
ENSG00000135924	DNAJB2	0.00890959718168451	64.6443	low
ENSG00000197694	SPTAN1	0.00892359983304905	1150.9594	low
ENSG00000142599	RERE	0.0089464136989642	264.7952	low
ENSG00000067191	CACNB1	0.00896141169674841	115.2495	low
ENSG00000095539	SEMA4G	0.00898340084116882	20.7568	low
ENSG00000198792	TMEM184B	0.00898353574750762	83.1881	low
ENSG00000137941	TTLL7	0.00898824810494932	49.0158	low
ENSG00000064300	NGFR	0.00899954536354308	30.5423	low
ENSG00000124788	ATXN1	0.00903800495911378	154.1777	low
ENSG00000157933	SKI	0.00903996491456638	67.4266	low
ENSG00000112877	CEP72	0.00904994922925442	11.3618	high
ENSG00000110514	MADD	0.00907679467996835	224.3382	low
ENSG00000104432	IL7	0.0090806854772446	48.0350	low
ENSG00000171608	PIK3CD	0.00909773133345919	48.6848	low
ENSG00000065621	GSTO2	0.0090995995613917	11.5788	high
ENSG00000178104	PDE4DIP	0.00911591879496821	196.2642	low
ENSG00000127481	UBR4	0.00912177455180227	565.2207	low
ENSG00000176641	RNF152	0.00912882591133005	72.8737	low
ENSG00000082781	ITGB5	0.00913798678183732	27.9406	low
ENSG00000126351	THRA	0.00915538164689448	183.6066	low
ENSG00000128567	PODXL	0.00915795165773335	92.8742	low
ENSG00000116983	HPCAL4	0.00916323716340137	42.7582	low
ENSG00000175874	CREG2	0.00917649482101544	7.5386	low
ENSG00000171621	SPSB1	0.00917860005642327	20.2988	low
ENSG00000161647	MPP3	0.00919518765405489	88.6821	low
ENSG00000158195	WASF2	0.00920507842898768	124.9460	low
ENSG00000100647	SUSD6	0.0092195759495323	45.4522	low
ENSG00000108306	FBXL20	0.00923534131193286	115.8322	low
ENSG00000146555	SDK1	0.00924730355939588	146.9497	low
ENSG00000131788	PIAS3	0.00926395969786668	31.5957	low
ENSG00000162490	DRAXIN	0.00926904365686378	16.7655	low
ENSG00000070371	CLTCL1	0.00927394607442916	40.5493	low
ENSG00000132359	RAP1GAP2	0.00927584719487994	235.1763	low
ENSG00000198208	RPS6KL1	0.00928720510673221	71.3135	low
ENSG00000166501	PRKCB	0.00928991786151291	112.7342	low
ENSG00000157870	FAM213B	0.0093329267405014	16.4347	low
ENSG00000011105	TSPAN9	0.0093711380065073	43.9810	low
ENSG00000166224	SGPL1	0.00937633570208512	142.3296	low
ENSG00000146285	SCML4	0.00938357939538648	61.2019	low
ENSG00000146013	GFRA3	0.00942015035489861	78.3658	low
ENSG00000107954	NEURL1	0.00946437641290282	59.4884	low
ENSG00000170653	ATF7	0.00949761440762969	48.6985	low
ENSG00000070882	OSBPL3	0.00950901969786935	56.5649	low
ENSG00000106772	PRUNE2	0.00952044521149418	181.7555	low
ENSG00000158555	GDPD5	0.00953492415538118	46.4700	low
ENSG00000167702	KIFC2	0.00954338604332911	20.5315	low
ENSG00000157445	CACNA2D3	0.00955408614193508	128.1790	low
ENSG00000126705	AHDC1	0.00959958179023001	38.5971	low
ENSG00000130939	UBE4B	0.00964551280358039	150.5739	low
ENSG00000176204	LRRTM4	0.00969188546128991	34.8001	low
ENSG00000162869	PPP1R21	0.00973870616400146	29.0544	low
ENSG00000170624	SGCD	0.00977856274782293	16.7855	low
ENSG00000204103	MAFB	0.00978598143664224	22.9296	low
ENSG00000220205	VAMP2	0.00981697315424205	103.4882	low
ENSG00000167861	HID1	0.00983371793145513	180.8583	low
ENSG00000197448	GSTK1	0.00988192243111912	58.1587	low
ENSG00000095321	CRAT	0.00993060185196208	43.9885	low
ENSG00000204160	ZDHHC18	0.00997976324726882	54.0889	low
ENSG00000040487	PQLC2	0.00998517373492066	15.1705	low
ENSG00000169946	ZFPM2	0.0100294138106881	41.1964	low
ENSG00000181722	ZBTB20	0.0100361184988743	251.1975	low
ENSG00000159363	ATP13A2	0.010079552025	89.6244	low
ENSG00000144395	CCDC150	0.0100842323251286	11.2877	high
ENSG00000010803	SCMH1	0.0100875857732275	92.7679	low
ENSG00000168610	STAT3	0.010130203040201	205.9036	low
ENSG00000142687	KIAA0319L	0.010139583638038	107.8989	low
ENSG00000105607	GCDH	0.010141810842565	14.2223	high
ENSG00000159784	FAM131B	0.0101921203408258	129.6231	low
ENSG00000196535	MYO18A	0.0102452043009342	126.2454	low
ENSG00000188786	MTF1	0.0102988441140281	25.6955	low
ENSG00000132471	WBP2	0.0103530485567335	168.6145	low
ENSG00000117016	RIMS3	0.0104078265914252	323.6206	low
ENSG00000160058	BSDC1	0.0104631873711669	102.7777	low
ENSG00000164237	CMBL	0.0105035813573274	8.7238	high
ENSG00000010278	CD9	0.0105191402448095	54.2706	low
ENSG00000120306	CYSTM1	0.0105756947622547	12.6895	low
ENSG00000123066	MED13L	0.0106328606798885	359.0849	low
ENSG00000141441	GAREM1	0.0106629047592986	13.1363	low
ENSG00000166619	BLCAP	0.0106906479661922	62.6914	low
ENSG00000090932	DLL3	0.0107479041176052	5.6820	high
ENSG00000185129	PURA	0.0107490668075375	39.3887	low
ENSG00000186501	TMEM222	0.0108081276141724	35.3848	low
ENSG00000204859	ZBTB48	0.0108678410264054	21.2995	low
ENSG00000108840	HDAC5	0.0109282179209965	225.4385	low
ENSG00000197879	MYO1C	0.0109892694177618	96.2645	low
ENSG00000135472	FAIM2	0.011051006886401	180.3059	low
ENSG00000099814	CEP170B	0.0110584836151469	61.4851	low
ENSG00000180881	CAPS2	0.0111134419535558	13.4796	low
ENSG00000163879	DNALI1	0.0111765865101101	18.6558	low
ENSG00000215784	FAM72D	0.01121548012734	3.6467	high
ENSG00000146005	PSD2	0.0112404527187393	41.1302	low
ENSG00000154222	CC2D1B	0.0113050530217205	40.6088	low
ENSG00000065989	PDE4A	0.0175882440831348	11.5539	high
ENSG00000181790	ADGRB1	0.0192192593158218	17.0400	high
ENSG00000092621	PHGDH	0.0199543117515624	19.2274	high
ENSG00000085552	IGSF9	0.0200361960941781	27.5706	high
ENSG00000141337	ARSG	0.0210687789241561	10.3640	high
ENSG00000152784	PRDM8	0.0211181203267888	8.2414	high
ENSG00000125257	ABCC4	0.0213879958751803	16.4347	high
ENSG00000177675	CD163L1	0.0222805341129423	29.1968	low
ENSG00000137872	SEMA6D	0.02228698873764	109.0429	low
ENSG00000175115	PACS1	0.0222893202364556	106.7437	low
ENSG00000070778	PTPN21	0.0223041769034191	56.4074	low
ENSG00000132437	DDC	0.0223086661004587	111.9374	low
ENSG00000119922	IFIT2	0.0223142700283245	8.7230	low
ENSG00000173013	CCDC96	0.0223215636346644	1.6231	high
